no,Ex,Ag,Co,Ne,Op
208,-1.366367272,0.05651724,-0.187831863,0.324843105,-0.25461565
209,0.134380066,0.05651724,0.268675342,0.324843105,-0.519575773
210,0.991949974,0.576560644,0.268675342,0.324843105,0.540264719
211,0.134380066,-0.463526163,1.638196957,-2.528477693,2.924905827
212,0.777557497,0.316538942,1.409943355,-0.972120894,0.010344473
213,0.991949974,0.836582346,2.322957765,-0.712728094,0.010344473
214,0.134380066,0.576560644,0.95343615,-0.972120894,-0.519575773
215,-0.08001241,-0.203504462,0.725182547,0.065450305,-0.25461565
216,0.134380066,-0.723547865,-0.187831863,-0.193942495,0.275304596
217,0.134380066,-0.463526163,-1.557353478,0.324843105,-0.784535896
218,0.56316502,0.576560644,-0.416085466,-0.712728094,1.070184965
219,2.063912359,1.356625749,0.725182547,-2.269084893,0.540264719
220,0.56316502,-0.723547865,-0.416085466,-0.193942495,0.805224842
221,0.56316502,0.316538942,0.725182547,0.324843105,0.540264719
222,-1.151974795,-0.463526163,0.268675342,-0.972120894,-1.579416265
223,0.134380066,-0.463526163,-0.187831863,0.065450305,0.010344473
224,0.134380066,0.576560644,-0.416085466,-0.453335294,-1.314456142
225,-0.08001241,0.576560644,0.268675342,-0.712728094,0.010344473
226,-0.08001241,0.316538942,1.86645056,-0.193942495,-0.25461565
227,0.134380066,0.316538942,-0.644339068,-0.972120894,-1.314456142
228,0.134380066,-0.463526163,-0.416085466,-0.453335294,-0.519575773
229,2.278304836,1.876669153,1.409943355,-0.193942495,1.865065335
230,-0.508797364,0.05651724,0.496928944,-0.453335294,-1.049496019
231,0.56316502,-0.203504462,-0.872592671,0.324843105,0.275304596
232,0.56316502,-0.463526163,-0.872592671,0.324843105,0.275304596
233,-1.580759749,-1.763634672,-1.100846273,0.584235905,-1.314456142
234,-0.937582318,-1.50361297,-0.416085466,-1.231513694,-1.314456142
235,0.348772543,1.096604047,-0.187831863,-0.972120894,0.540264719
236,0.991949974,0.576560644,0.268675342,-1.490906494,0.010344473
237,0.991949974,0.05651724,-1.557353478,0.843628705,0.805224842
238,0.56316502,-0.203504462,-0.872592671,0.065450305,0.275304596
239,0.991949974,0.576560644,-0.644339068,-0.193942495,0.540264719
240,0.134380066,0.576560644,-0.872592671,0.843628705,0.805224842
241,0.134380066,0.05651724,-0.872592671,0.324843105,0.275304596
242,0.56316502,-0.463526163,0.725182547,0.584235905,0.540264719
243,0.134380066,0.05651724,-1.329099876,0.843628705,0.805224842
244,1.206342451,-0.463526163,0.725182547,-1.231513694,1.600105212
245,0.777557497,1.356625749,1.638196957,-0.453335294,0.805224842
246,-1.366367272,0.836582346,0.268675342,-1.231513694,-1.314456142
247,-0.937582318,0.05651724,0.725182547,0.584235905,0.805224842
248,-0.723189841,-3.063743181,0.95343615,1.881199904,-1.844376388
249,0.134380066,-0.723547865,0.95343615,-1.750299293,1.600105212
250,0.991949974,-1.243591269,-1.329099876,-0.453335294,0.540264719
251,0.991949974,-0.723547865,-0.416085466,-2.009692093,1.335145088
252,1.635127405,0.05651724,0.040421739,-1.750299293,2.394985581
253,-1.151974795,1.096604047,0.268675342,-0.453335294,0.540264719
254,-1.151974795,0.316538942,1.181689752,1.103021504,1.600105212
255,-0.723189841,-0.983569567,0.496928944,1.362414304,1.070184965
256,0.348772543,0.316538942,-0.644339068,0.584235905,0.010344473
257,-1.580759749,0.316538942,-0.644339068,0.843628705,-0.784535896
258,-0.294404887,-0.983569567,-0.187831863,-0.453335294,-0.519575773
259,0.777557497,0.316538942,-0.187831863,-0.193942495,-0.25461565
260,0.348772543,1.616647451,0.95343615,0.324843105,0.275304596
261,0.777557497,0.05651724,-0.416085466,1.103021504,-0.519575773
262,-0.08001241,-0.463526163,0.268675342,0.065450305,-0.25461565
263,-2.009544703,-0.203504462,-0.416085466,-0.193942495,-0.25461565
264,1.206342451,0.576560644,1.181689752,-0.712728094,0.805224842
265,-0.723189841,1.616647451,2.094704162,-0.453335294,0.275304596
266,-0.294404887,0.05651724,-0.187831863,0.065450305,-0.25461565
267,0.134380066,-0.463526163,0.268675342,-0.453335294,-0.519575773
268,-0.294404887,0.316538942,2.094704162,-2.269084893,1.600105212
269,1.206342451,-0.723547865,0.95343615,-1.231513694,0.805224842
270,1.420734928,-0.203504462,0.496928944,-0.712728094,0.805224842
271,-0.508797364,-1.763634672,-0.416085466,-0.972120894,-1.579416265
272,0.777557497,0.316538942,0.496928944,-1.231513694,0.010344473
273,0.134380066,-0.203504462,-0.416085466,-0.453335294,-0.784535896
274,-0.723189841,-1.243591269,0.268675342,0.324843105,-1.049496019
275,-0.723189841,-0.203504462,1.409943355,-0.193942495,0.275304596
276,0.348772543,0.05651724,-0.644339068,0.584235905,0.275304596
277,-1.580759749,0.05651724,0.95343615,-2.269084893,-2.374296634
278,-0.508797364,-0.463526163,-0.416085466,-0.712728094,-0.519575773
279,-1.151974795,-0.463526163,-2.013860683,1.362414304,-0.519575773
280,-1.366367272,-0.203504462,-0.416085466,1.103021504,-1.314456142
281,-1.795152226,-0.723547865,1.409943355,-1.750299293,-2.374296634
282,0.56316502,-0.463526163,1.181689752,0.065450305,1.070184965
283,-2.009544703,-0.983569567,-1.100846273,1.621807104,-0.25461565
284,0.777557497,0.316538942,-0.187831863,0.584235905,-0.519575773
285,0.991949974,1.356625749,0.268675342,0.065450305,0.275304596
286,0.777557497,-3.063743181,1.86645056,-2.269084893,-3.434137126
287,-0.937582318,0.05651724,0.040421739,-0.453335294,0.010344473
288,0.348772543,0.576560644,0.268675342,0.065450305,0.805224842
289,-1.366367272,0.576560644,0.95343615,-2.009692093,0.275304596
290,2.063912359,0.576560644,1.409943355,-0.453335294,0.010344473
291,1.635127405,-0.203504462,-0.416085466,0.324843105,0.010344473
292,-0.937582318,-0.463526163,0.496928944,0.065450305,0.010344473
293,-0.08001241,0.576560644,-0.872592671,-0.193942495,-1.049496019
294,0.134380066,-2.283678076,-0.416085466,0.324843105,-1.579416265
295,0.991949974,0.316538942,0.496928944,-0.712728094,0.010344473
296,0.348772543,-2.023656374,0.725182547,0.324843105,1.070184965
297,-0.723189841,-0.203504462,0.040421739,-0.453335294,-0.784535896
298,-2.438329656,0.316538942,-0.187831863,1.103021504,1.335145088
299,2.063912359,2.656734258,1.86645056,-0.972120894,1.070184965
300,1.420734928,1.616647451,-1.329099876,0.584235905,1.600105212
301,-0.08001241,0.05651724,0.268675342,0.843628705,-0.519575773
302,0.348772543,-0.463526163,0.95343615,0.065450305,-0.519575773
303,1.206342451,0.836582346,-2.013860683,0.324843105,0.540264719
304,-0.508797364,0.316538942,0.040421739,0.065450305,0.805224842
305,-1.151974795,-0.463526163,-0.872592671,-0.453335294,-1.049496019
306,0.991949974,1.096604047,0.95343615,-0.712728094,0.540264719
307,0.991949974,0.05651724,0.040421739,0.324843105,0.275304596
308,-0.294404887,0.05651724,-1.329099876,1.362414304,-1.314456142
309,1.420734928,0.836582346,-1.100846273,1.621807104,0.275304596
310,-1.151974795,-0.203504462,-0.644339068,-0.453335294,-0.519575773
311,0.134380066,0.316538942,-0.187831863,-0.972120894,0.010344473
312,-0.508797364,0.576560644,-0.644339068,0.065450305,-0.784535896
313,0.134380066,0.316538942,0.268675342,0.584235905,0.805224842
314,-0.08001241,0.576560644,0.040421739,0.065450305,0.540264719
315,-0.294404887,1.616647451,1.181689752,-1.750299293,0.275304596
316,0.991949974,1.096604047,0.268675342,-0.193942495,0.540264719
317,0.348772543,-0.983569567,-0.416085466,0.065450305,0.805224842
318,-0.08001241,-2.543699778,1.638196957,0.065450305,0.540264719
319,-0.294404887,0.836582346,-0.872592671,0.843628705,-0.25461565
320,-0.508797364,0.316538942,-0.187831863,0.584235905,-0.25461565
321,0.56316502,1.356625749,1.181689752,-1.231513694,-0.784535896
322,0.56316502,0.576560644,-0.416085466,-0.453335294,0.010344473
323,0.348772543,0.316538942,0.268675342,-0.453335294,0.010344473
324,0.134380066,-0.463526163,0.040421739,-0.972120894,-0.25461565
325,-0.508797364,0.576560644,0.040421739,0.065450305,0.010344473
326,-0.294404887,-1.763634672,0.725182547,0.065450305,0.010344473
327,1.206342451,-0.723547865,-0.416085466,-0.712728094,0.805224842
328,-0.294404887,-0.203504462,0.268675342,0.584235905,-1.314456142
329,0.991949974,0.316538942,0.725182547,0.324843105,0.805224842
330,1.635127405,2.396712556,2.094704162,-0.972120894,2.394985581
331,-0.08001241,-0.983569567,-0.416085466,-0.193942495,-0.25461565
332,-0.937582318,-0.723547865,-1.100846273,0.324843105,0.275304596
333,-1.580759749,0.836582346,-0.187831863,1.103021504,1.335145088
334,-0.723189841,0.05651724,0.95343615,0.324843105,1.070184965
335,0.56316502,0.316538942,1.181689752,-1.750299293,0.275304596
336,1.206342451,-0.463526163,-1.100846273,-1.750299293,0.805224842
337,-0.08001241,-1.763634672,0.496928944,0.065450305,-0.784535896
338,0.56316502,-0.203504462,-0.416085466,0.584235905,0.540264719
339,-0.508797364,0.316538942,0.040421739,0.584235905,-0.519575773
340,0.777557497,0.316538942,0.496928944,-0.712728094,0.275304596
341,0.777557497,0.576560644,-0.187831863,-0.193942495,-0.25461565
342,-2.438329656,-2.283678076,-0.872592671,1.362414304,-0.519575773
343,-1.366367272,-0.723547865,-0.416085466,-0.453335294,-0.25461565
344,0.134380066,0.05651724,0.040421739,0.065450305,0.010344473
345,-0.508797364,-1.243591269,0.040421739,-1.231513694,-0.519575773
346,0.777557497,-0.723547865,0.725182547,-0.972120894,0.275304596
347,-0.294404887,-0.723547865,0.040421739,0.324843105,0.010344473
348,-0.08001241,1.096604047,0.725182547,-1.490906494,0.275304596
349,-0.508797364,0.836582346,0.496928944,0.065450305,0.805224842
350,0.348772543,-0.463526163,0.496928944,1.362414304,-1.314456142
351,-0.508797364,0.576560644,-0.416085466,-0.193942495,0.010344473
352,0.56316502,-0.463526163,0.95343615,0.324843105,-0.519575773
353,-0.723189841,-0.203504462,0.496928944,0.324843105,0.275304596
354,0.991949974,-0.203504462,1.86645056,-0.453335294,-0.784535896
355,0.777557497,-0.723547865,-0.644339068,-0.972120894,1.335145088
356,0.348772543,-0.723547865,-0.416085466,-0.193942495,-0.25461565
357,-1.151974795,-0.463526163,1.181689752,-0.193942495,0.275304596
358,-0.508797364,1.356625749,0.725182547,0.065450305,-0.784535896
359,0.134380066,-0.203504462,-0.416085466,0.065450305,0.010344473
360,-0.08001241,-1.243591269,0.725182547,-1.750299293,-0.519575773
361,-1.580759749,-0.203504462,0.496928944,-2.009692093,-1.314456142
362,-0.08001241,-0.463526163,-0.187831863,-0.193942495,-0.25461565
363,-1.795152226,2.656734258,0.95343615,0.843628705,-0.519575773
364,-0.294404887,-0.463526163,-0.416085466,-0.193942495,-0.519575773
365,0.134380066,0.576560644,1.409943355,-0.193942495,0.540264719
366,-0.508797364,-0.463526163,-1.100846273,1.103021504,-0.519575773
367,0.134380066,-0.463526163,-0.416085466,-0.193942495,0.275304596
368,0.777557497,0.316538942,0.95343615,-0.453335294,0.010344473
369,0.991949974,-0.463526163,1.638196957,-0.972120894,1.600105212
370,-1.366367272,1.096604047,0.040421739,-0.193942495,-0.519575773
371,-0.294404887,-1.243591269,-1.329099876,-0.453335294,-0.784535896
372,0.991949974,-0.723547865,0.496928944,0.584235905,-0.25461565
373,0.134380066,-0.983569567,-0.416085466,-0.193942495,-0.519575773
374,-0.294404887,0.316538942,-0.644339068,0.584235905,0.010344473
375,0.56316502,-0.203504462,-0.416085466,-0.972120894,-0.784535896
376,-0.08001241,0.576560644,0.040421739,-0.453335294,0.805224842
377,0.134380066,0.836582346,1.409943355,-0.712728094,1.070184965
378,0.134380066,-0.463526163,-0.644339068,0.065450305,-0.519575773
379,-0.937582318,-0.463526163,2.094704162,1.362414304,0.275304596
380,0.991949974,0.316538942,-0.187831863,0.324843105,0.275304596
381,-0.723189841,0.836582346,-1.557353478,0.584235905,0.010344473
382,-0.937582318,0.05651724,0.725182547,-0.193942495,-0.25461565
383,0.56316502,2.656734258,0.268675342,1.362414304,0.540264719
384,1.420734928,0.576560644,1.86645056,0.065450305,0.010344473
385,-0.508797364,0.836582346,0.040421739,-0.972120894,-0.25461565
386,-0.08001241,0.05651724,0.040421739,-0.193942495,0.010344473
387,-0.08001241,-0.723547865,-0.644339068,0.065450305,0.010344473
388,0.777557497,-0.203504462,1.409943355,-0.712728094,0.540264719
389,1.420734928,-0.203504462,0.95343615,-0.712728094,0.805224842
390,-0.937582318,-0.463526163,-0.416085466,-0.453335294,-0.25461565
391,1.420734928,1.096604047,1.638196957,-1.231513694,-0.519575773
392,0.348772543,-0.203504462,0.268675342,-0.193942495,-0.519575773
393,-0.937582318,-2.803721479,1.638196957,0.065450305,-2.109336511
394,0.991949974,1.356625749,1.409943355,-1.231513694,0.010344473
395,-0.508797364,0.836582346,0.725182547,0.584235905,1.070184965
396,1.206342451,0.576560644,-1.785607081,1.621807104,1.600105212
397,0.56316502,0.05651724,1.181689752,-1.490906494,-0.519575773
398,-0.08001241,-0.723547865,0.268675342,-0.453335294,-1.314456142
399,-0.508797364,-0.463526163,-0.187831863,0.065450305,-0.519575773
400,0.56316502,-0.463526163,-0.416085466,0.065450305,0.010344473
401,-0.294404887,0.05651724,0.268675342,0.584235905,-0.784535896
402,-2.438329656,-3.583786585,1.409943355,-2.269084893,-3.434137126
403,2.063912359,-0.203504462,1.409943355,-0.193942495,1.600105212
404,-0.08001241,0.05651724,-0.187831863,-0.193942495,0.010344473
