no,Ex,Ag,Co,Ne,Op
3561,-0.08001241,-0.203504462,-0.416085466,-0.193942495,-0.519575773
3562,0.777557497,-0.723547865,-0.187831863,-0.193942495,0.275304596
3563,-0.508797364,-0.203504462,-0.416085466,-0.193942495,-0.25461565
3564,0.134380066,0.576560644,0.95343615,-1.231513694,1.335145088
3565,1.635127405,1.616647451,0.496928944,-1.750299293,-0.25461565
3566,0.134380066,-1.50361297,1.86645056,-0.712728094,0.540264719
3567,-0.294404887,-1.243591269,1.181689752,-0.193942495,-0.784535896
3568,0.134380066,-1.243591269,1.638196957,-2.269084893,0.275304596
3569,-0.937582318,-0.723547865,0.268675342,-0.193942495,0.805224842
3570,1.206342451,1.616647451,1.409943355,-0.453335294,0.275304596
3571,-0.08001241,0.316538942,0.268675342,-0.193942495,0.275304596
3572,0.134380066,-0.203504462,-0.416085466,0.065450305,-0.25461565
3573,0.134380066,0.05651724,-0.416085466,-0.193942495,-0.25461565
3574,0.348772543,0.836582346,0.268675342,-0.453335294,0.540264719
3575,0.348772543,0.576560644,-0.644339068,-0.453335294,-1.049496019
3576,0.56316502,0.316538942,0.040421739,-0.453335294,0.010344473
3577,-0.294404887,0.316538942,1.409943355,-1.490906494,0.275304596
3578,-2.009544703,1.356625749,-1.785607081,1.362414304,-0.519575773
3579,-0.294404887,-0.723547865,0.040421739,0.324843105,0.010344473
3580,-0.937582318,1.096604047,-1.785607081,1.621807104,-1.579416265
3581,-0.508797364,0.05651724,-0.416085466,0.584235905,-0.519575773
3582,0.991949974,1.356625749,0.040421739,0.065450305,0.275304596
3583,-1.580759749,0.576560644,0.040421739,0.065450305,-1.049496019
3584,0.134380066,1.356625749,1.409943355,0.065450305,0.010344473
3585,1.849519882,0.576560644,-0.416085466,0.065450305,0.010344473
3586,0.991949974,-0.463526163,1.638196957,-0.453335294,0.275304596
3587,-0.08001241,0.836582346,0.268675342,0.324843105,-1.314456142
3588,-0.294404887,-0.203504462,1.181689752,-0.712728094,1.335145088
3589,-0.508797364,-1.243591269,-0.187831863,-0.972120894,-1.314456142
3590,1.635127405,-1.243591269,0.496928944,-3.047263293,0.540264719
3591,0.348772543,0.576560644,1.638196957,0.584235905,0.275304596
3592,0.134380066,1.356625749,0.040421739,-0.193942495,0.805224842
3593,-1.151974795,-2.023656374,1.409943355,0.324843105,0.275304596
3594,0.991949974,0.05651724,1.181689752,1.881199904,1.070184965
3595,-1.580759749,-0.203504462,-1.100846273,-0.193942495,0.010344473
3596,0.56316502,-0.463526163,-0.187831863,-0.712728094,0.010344473
3597,0.134380066,1.356625749,2.322957765,0.324843105,0.275304596
3598,-1.366367272,-0.203504462,0.496928944,1.103021504,-0.784535896
3599,0.56316502,1.356625749,-0.187831863,-0.193942495,0.275304596
3600,-0.723189841,0.576560644,0.725182547,0.324843105,0.275304596
3601,1.635127405,0.316538942,0.725182547,-0.453335294,0.805224842
3602,0.56316502,0.836582346,-0.187831863,-0.453335294,-0.519575773
3603,0.56316502,0.316538942,-0.872592671,-2.009692093,1.070184965
3604,0.348772543,-0.203504462,-0.416085466,0.065450305,0.010344473
3605,-2.009544703,-0.463526163,-0.187831863,-0.712728094,-1.579416265
3606,-1.151974795,-1.243591269,-0.872592671,2.399985503,0.010344473
3607,-0.294404887,0.576560644,-1.329099876,-1.231513694,-1.314456142
3608,-0.08001241,0.05651724,0.040421739,0.584235905,-0.784535896
3609,0.134380066,-0.463526163,1.86645056,-0.193942495,1.070184965
3610,-0.294404887,-0.203504462,0.496928944,1.362414304,-0.784535896
3611,-0.723189841,-0.463526163,-0.872592671,1.362414304,-1.049496019
3612,0.134380066,-0.723547865,-1.329099876,0.065450305,-0.25461565
3613,-0.294404887,-1.243591269,-0.644339068,1.103021504,-0.25461565
3614,0.348772543,0.576560644,0.725182547,0.324843105,0.540264719
3615,-0.508797364,1.096604047,-0.644339068,-0.453335294,1.600105212
3616,0.777557497,-0.203504462,0.268675342,0.065450305,0.010344473
3617,0.56316502,0.05651724,0.725182547,-1.231513694,1.070184965
3618,-0.723189841,0.316538942,0.496928944,-1.231513694,-0.784535896
3619,-1.795152226,-0.723547865,1.181689752,0.324843105,-1.579416265
3620,0.348772543,0.316538942,0.725182547,-0.712728094,0.275304596
3621,-0.723189841,0.05651724,0.040421739,-0.193942495,-0.25461565
3622,0.134380066,-0.463526163,-0.416085466,0.065450305,-0.519575773
3623,0.56316502,0.05651724,0.496928944,-1.231513694,0.010344473
3624,-0.294404887,-1.50361297,0.040421739,-0.453335294,-0.784535896
3625,-0.937582318,-1.763634672,0.496928944,-1.231513694,-1.844376388
3626,-0.294404887,-0.463526163,-0.416085466,0.843628705,0.010344473
3627,0.991949974,1.096604047,-0.416085466,0.065450305,0.805224842
3628,-0.937582318,0.836582346,1.409943355,-0.712728094,-0.25461565
3629,1.206342451,1.096604047,2.322957765,-0.453335294,1.070184965
3630,0.348772543,1.616647451,-1.785607081,-0.193942495,-1.844376388
3631,0.777557497,-0.203504462,1.86645056,-0.453335294,1.335145088
3632,0.348772543,1.096604047,0.496928944,-2.269084893,1.335145088
3633,0.134380066,0.316538942,0.496928944,-0.453335294,0.010344473
3634,-0.508797364,1.096604047,0.040421739,-0.453335294,-0.25461565
3635,-0.294404887,1.096604047,0.040421739,-1.750299293,-0.784535896
3636,-0.294404887,0.576560644,-0.187831863,-0.972120894,-0.25461565
3637,0.56316502,-0.723547865,0.040421739,0.324843105,-0.25461565
3638,1.635127405,0.316538942,1.86645056,0.843628705,0.805224842
3639,-2.009544703,-1.243591269,-0.644339068,1.103021504,-1.844376388
3640,-0.723189841,0.576560644,-0.187831863,0.065450305,0.805224842
3641,0.56316502,0.576560644,0.496928944,-0.193942495,0.805224842
3642,0.56316502,0.836582346,1.181689752,-0.453335294,0.540264719
3643,0.56316502,1.096604047,0.725182547,0.584235905,1.865065335
3644,0.991949974,0.576560644,-0.644339068,0.065450305,0.805224842
3645,0.777557497,-0.463526163,1.409943355,-0.712728094,-0.25461565
3646,-1.580759749,-0.463526163,-2.013860683,0.843628705,-1.314456142
3647,0.134380066,-0.463526163,-0.416085466,-0.972120894,-0.25461565
3648,-0.723189841,-0.723547865,-0.416085466,1.362414304,-0.519575773
3649,0.777557497,-0.203504462,1.409943355,0.065450305,1.070184965
3650,-0.723189841,0.316538942,0.040421739,0.065450305,-0.519575773
3651,-0.08001241,0.316538942,0.268675342,-0.712728094,0.010344473
3652,-0.723189841,-0.463526163,0.040421739,-0.193942495,-0.25461565
3653,-0.937582318,0.576560644,-0.872592671,-1.231513694,0.010344473
3654,0.134380066,1.096604047,0.95343615,-1.231513694,1.335145088
3655,-1.151974795,-0.723547865,-0.872592671,0.065450305,-0.25461565
3656,-0.508797364,-1.243591269,1.409943355,-1.231513694,0.275304596
3657,-0.937582318,0.05651724,-0.416085466,-0.453335294,-0.25461565
3658,-0.08001241,0.316538942,0.725182547,1.362414304,-0.25461565
3659,0.777557497,0.316538942,0.268675342,0.065450305,0.010344473
3660,-0.723189841,0.05651724,-0.644339068,-0.972120894,-1.579416265
3661,-0.294404887,-0.983569567,0.496928944,-0.193942495,-0.25461565
3662,0.348772543,-1.50361297,0.725182547,-0.712728094,-0.519575773
3663,0.134380066,0.576560644,0.040421739,0.065450305,0.540264719
3664,-0.08001241,0.836582346,0.268675342,-0.972120894,0.275304596
3665,0.348772543,0.576560644,0.496928944,-1.231513694,-0.784535896
3666,-1.366367272,0.836582346,-0.644339068,-0.193942495,0.010344473
3667,0.134380066,0.316538942,-0.872592671,-0.193942495,0.010344473
3668,-0.508797364,0.316538942,0.268675342,-0.453335294,-0.25461565
3669,0.348772543,1.096604047,0.725182547,-1.231513694,-0.25461565
3670,-0.08001241,0.576560644,-0.644339068,0.584235905,-0.25461565
3671,0.991949974,1.356625749,0.725182547,-1.231513694,0.275304596
3672,-1.580759749,0.316538942,0.725182547,0.324843105,0.010344473
3673,-0.294404887,1.616647451,1.181689752,0.324843105,0.540264719
3674,1.420734928,0.316538942,2.094704162,0.324843105,2.394985581
3675,0.134380066,-0.203504462,0.040421739,-0.453335294,-0.25461565
3676,0.56316502,-0.463526163,0.040421739,-1.490906494,0.805224842
3677,-0.723189841,-1.243591269,-0.416085466,-0.193942495,-1.314456142
3678,-0.723189841,0.05651724,-0.416085466,-0.193942495,-0.519575773
3679,-1.795152226,-2.283678076,0.496928944,-2.269084893,-2.374296634
3680,0.991949974,0.316538942,0.725182547,0.324843105,0.805224842
3681,-0.294404887,0.576560644,1.409943355,1.103021504,1.865065335
3682,-0.508797364,-0.203504462,-0.644339068,0.324843105,0.010344473
3683,-0.08001241,-0.983569567,0.040421739,0.065450305,0.275304596
3684,-0.294404887,-0.723547865,-0.416085466,-0.453335294,-0.784535896
3685,-0.723189841,-0.203504462,-1.329099876,0.584235905,-1.049496019
3686,1.635127405,-0.723547865,-0.187831863,-1.490906494,0.275304596
3687,-0.294404887,0.05651724,-0.872592671,1.103021504,0.805224842
3688,0.134380066,1.616647451,1.86645056,-1.750299293,0.805224842
3689,-1.366367272,0.836582346,-0.416085466,-0.453335294,-0.519575773
3690,-0.08001241,-0.983569567,-0.416085466,0.065450305,0.010344473
3691,0.56316502,0.836582346,0.725182547,-1.231513694,0.805224842
3692,-0.08001241,-0.983569567,-1.557353478,-0.193942495,-0.784535896
3693,-0.294404887,0.576560644,-0.187831863,-0.193942495,0.540264719
3694,1.420734928,0.576560644,1.409943355,-0.712728094,0.805224842
3695,0.56316502,-0.463526163,0.040421739,-0.193942495,-0.519575773
3696,0.134380066,-0.203504462,0.268675342,1.103021504,-1.049496019
3697,0.991949974,0.576560644,0.040421739,-1.490906494,0.805224842
3698,-0.937582318,0.576560644,0.268675342,-0.193942495,-0.25461565
3699,-0.508797364,0.05651724,-0.872592671,0.065450305,0.275304596
3700,0.991949974,0.576560644,0.496928944,0.324843105,0.275304596
3701,-0.508797364,1.356625749,0.95343615,0.843628705,0.540264719
3702,1.635127405,1.356625749,1.86645056,-0.453335294,1.335145088
3703,0.134380066,2.136690854,0.95343615,-1.750299293,0.010344473
3704,1.635127405,0.836582346,0.496928944,-1.750299293,-0.519575773
3705,-0.08001241,-0.723547865,-0.187831863,0.065450305,-0.25461565
3706,0.777557497,0.05651724,0.725182547,0.584235905,1.070184965
3707,0.134380066,0.05651724,-0.644339068,0.065450305,0.805224842
3708,0.56316502,0.05651724,0.040421739,0.065450305,1.335145088
3709,-1.366367272,0.576560644,0.95343615,1.362414304,0.275304596
3710,0.348772543,-0.203504462,-0.416085466,0.843628705,0.010344473
3711,0.56316502,0.05651724,0.95343615,0.584235905,0.275304596
3712,-0.294404887,0.576560644,0.040421739,-0.193942495,0.805224842
3713,-0.508797364,-0.463526163,0.040421739,0.065450305,-0.25461565
3714,1.206342451,0.316538942,0.268675342,-1.750299293,0.805224842
3715,-0.508797364,-1.243591269,-0.416085466,-0.193942495,-1.314456142
3716,0.134380066,-1.243591269,-2.013860683,1.362414304,-1.314456142
3717,0.134380066,1.096604047,-0.187831863,-0.193942495,1.070184965
3718,1.420734928,1.616647451,2.322957765,-0.453335294,1.335145088
3719,-0.723189841,1.876669153,1.86645056,-1.750299293,1.865065335
3720,-1.580759749,-0.723547865,-0.416085466,-0.193942495,0.010344473
3721,-2.438329656,0.316538942,0.268675342,0.843628705,0.540264719
3722,0.991949974,-0.463526163,0.725182547,-0.712728094,0.275304596
3723,0.777557497,0.576560644,-0.416085466,-0.193942495,-0.25461565
3724,-0.294404887,-0.463526163,0.496928944,0.584235905,0.540264719
3725,0.348772543,0.05651724,2.094704162,-1.490906494,1.600105212
3726,-0.294404887,1.616647451,1.181689752,-0.193942495,1.335145088
3727,0.56316502,-1.243591269,0.496928944,-0.712728094,1.865065335
3728,-0.294404887,-0.463526163,-0.187831863,-0.453335294,-0.25461565
3729,0.777557497,-1.50361297,-0.872592671,-0.193942495,0.805224842
3730,0.134380066,-0.203504462,0.496928944,0.584235905,1.070184965
3731,-2.009544703,0.05651724,-0.872592671,-0.712728094,-0.519575773
3732,1.849519882,1.096604047,2.094704162,-0.972120894,0.275304596
3733,0.991949974,0.836582346,1.409943355,-1.750299293,0.010344473
3734,0.777557497,0.576560644,0.268675342,-0.193942495,0.540264719
3735,-1.580759749,0.05651724,-1.100846273,2.140592704,-1.049496019
3736,-0.08001241,-0.983569567,-0.416085466,-0.193942495,-0.25461565
3737,-0.08001241,0.05651724,0.95343615,-0.972120894,1.070184965
3738,-0.08001241,-0.463526163,0.040421739,-0.972120894,0.275304596
3739,-0.937582318,0.576560644,1.409943355,-0.193942495,2.130025458
3740,-0.723189841,0.05651724,-0.872592671,0.843628705,-0.25461565
3741,-1.151974795,0.576560644,1.409943355,-0.453335294,0.540264719
3742,2.707089789,-1.763634672,1.86645056,-0.972120894,2.394985581
3743,1.420734928,0.576560644,0.725182547,-1.490906494,0.805224842
3744,0.991949974,0.316538942,2.094704162,1.621807104,1.335145088
3745,0.134380066,-0.203504462,-0.187831863,-0.193942495,-0.519575773
3746,0.56316502,-0.203504462,0.040421739,0.065450305,-0.25461565
3747,0.134380066,0.05651724,-0.416085466,-0.193942495,-0.519575773
3748,-1.151974795,1.616647451,1.181689752,-0.972120894,0.540264719
3749,-0.294404887,-0.463526163,-0.416085466,-0.193942495,0.275304596
3750,-0.08001241,-0.463526163,0.95343615,-0.453335294,-0.519575773
3751,2.063912359,2.656734258,1.409943355,1.621807104,0.540264719
3752,-0.08001241,-0.723547865,0.040421739,-0.453335294,0.275304596
3753,-0.08001241,0.316538942,-0.416085466,0.324843105,0.275304596
3754,0.134380066,0.316538942,0.040421739,0.324843105,0.010344473
3755,-0.294404887,0.836582346,0.725182547,-0.712728094,-0.25461565
3756,-0.508797364,0.836582346,0.040421739,0.065450305,-0.784535896
3757,-2.438329656,-1.243591269,-0.872592671,1.362414304,-0.25461565
3758,-0.508797364,-1.50361297,-1.100846273,1.103021504,-0.784535896
3759,-1.580759749,-1.243591269,1.638196957,-0.193942495,0.805224842
3760,-2.438329656,0.316538942,1.638196957,-0.972120894,-1.049496019
3761,0.348772543,-0.463526163,-0.416085466,-0.453335294,-0.784535896
3762,0.777557497,-0.203504462,-0.416085466,0.584235905,0.275304596
3763,-2.009544703,0.576560644,-0.872592671,0.324843105,0.540264719
3764,-1.795152226,-0.723547865,0.040421739,0.584235905,-0.519575773
3765,0.991949974,1.096604047,1.409943355,-1.231513694,1.335145088
3766,0.777557497,1.876669153,1.638196957,-0.972120894,0.010344473
3767,0.134380066,-0.463526163,0.725182547,0.324843105,-2.374296634
3768,2.063912359,1.096604047,0.496928944,-2.009692093,0.540264719
3769,-1.151974795,1.876669153,2.322957765,-0.453335294,0.805224842
3770,-0.508797364,-0.463526163,-0.872592671,-0.453335294,-0.519575773
3771,0.56316502,-0.723547865,0.268675342,-0.712728094,1.865065335
3772,0.134380066,-0.463526163,1.181689752,-1.490906494,0.275304596
3773,-0.937582318,0.05651724,0.95343615,-0.712728094,1.070184965
3774,0.777557497,0.05651724,0.725182547,-1.750299293,1.070184965
3775,1.420734928,1.096604047,1.181689752,-0.712728094,1.600105212
3776,1.635127405,1.356625749,0.268675342,-1.231513694,0.010344473
3777,-0.937582318,0.05651724,0.95343615,0.843628705,-1.579416265
3778,0.991949974,0.576560644,1.181689752,-0.453335294,0.275304596
3779,-0.294404887,0.576560644,-0.416085466,0.324843105,-0.519575773
3780,-0.294404887,0.05651724,-0.872592671,1.103021504,0.010344473
3781,-2.438329656,-3.583786585,-0.872592671,-2.528477693,-3.434137126
3782,-1.580759749,0.576560644,0.95343615,0.324843105,-0.784535896
3783,0.134380066,-1.763634672,-1.329099876,-2.009692093,-0.784535896
3784,-0.294404887,0.05651724,1.181689752,-0.712728094,0.540264719
3785,0.134380066,1.356625749,1.86645056,-1.231513694,0.805224842
3786,0.991949974,0.576560644,1.181689752,-0.972120894,-1.049496019
3787,-0.508797364,0.316538942,-0.416085466,-0.193942495,-0.784535896
3788,-0.723189841,-0.463526163,-0.644339068,0.324843105,-0.25461565
3789,1.206342451,-1.243591269,-0.187831863,0.843628705,-0.519575773
3790,-0.08001241,0.576560644,-1.329099876,0.584235905,0.275304596
3791,0.991949974,0.576560644,-1.557353478,-0.972120894,0.805224842
3792,0.134380066,-0.463526163,-1.785607081,2.918771103,-2.109336511
3793,-0.937582318,0.05651724,-0.644339068,-0.453335294,-0.784535896
3794,0.134380066,0.576560644,0.268675342,0.065450305,0.010344473
3795,-1.580759749,-2.543699778,-1.329099876,-2.269084893,-2.374296634
3796,0.777557497,1.616647451,1.86645056,0.065450305,1.335145088
3797,0.991949974,0.576560644,1.181689752,-0.972120894,0.540264719
3798,-0.723189841,-0.203504462,0.268675342,-0.712728094,-0.784535896
3799,0.134380066,0.316538942,-0.187831863,-1.750299293,0.540264719
3800,-0.508797364,-0.203504462,0.268675342,0.065450305,-0.25461565
3801,-1.366367272,0.05651724,-0.644339068,0.324843105,0.805224842
3802,0.348772543,-1.243591269,-0.644339068,-0.193942495,0.540264719
3803,0.56316502,0.05651724,1.638196957,0.324843105,-0.519575773
3804,0.777557497,1.096604047,1.638196957,-0.712728094,1.335145088
3805,-0.08001241,0.576560644,0.268675342,1.103021504,0.010344473
3806,-0.294404887,-0.203504462,0.496928944,1.103021504,0.805224842
3807,-0.723189841,-0.463526163,-0.644339068,0.065450305,-0.25461565
3808,-1.151974795,0.316538942,0.725182547,-1.750299293,0.540264719
3809,1.206342451,0.836582346,0.496928944,0.065450305,0.275304596
3810,2.063912359,-0.203504462,1.409943355,-1.490906494,1.600105212
3811,0.777557497,0.576560644,1.181689752,0.324843105,0.805224842
3812,0.56316502,-0.723547865,-0.187831863,0.324843105,-0.25461565
3813,-0.08001241,0.316538942,0.496928944,-0.712728094,0.275304596
3814,-1.366367272,-0.463526163,-0.187831863,-0.193942495,-0.25461565
3815,0.134380066,0.836582346,0.725182547,-1.231513694,0.275304596
3816,0.134380066,-0.203504462,-0.872592671,0.843628705,-0.519575773
3817,-0.294404887,-0.983569567,0.040421739,-0.453335294,0.010344473
3818,-0.723189841,0.576560644,1.181689752,0.584235905,0.540264719
3819,1.206342451,1.356625749,-1.100846273,-2.009692093,1.070184965
3820,-0.08001241,0.05651724,0.268675342,-0.712728094,-0.519575773
3821,0.56316502,-0.203504462,-0.644339068,-0.453335294,-0.519575773
3822,0.348772543,-1.243591269,1.409943355,1.103021504,0.805224842
3823,1.206342451,-0.203504462,1.638196957,-0.193942495,1.070184965
3824,-0.294404887,-0.463526163,0.040421739,0.843628705,0.805224842
3825,0.56316502,0.576560644,0.725182547,0.324843105,-1.579416265
3826,-1.151974795,-0.723547865,1.409943355,-0.972120894,-0.25461565
3827,-1.580759749,-0.203504462,0.496928944,0.324843105,-0.519575773
3828,0.348772543,-0.463526163,-0.187831863,0.065450305,-0.25461565
3829,1.420734928,-3.583786585,-1.785607081,-0.193942495,-1.844376388
3830,-0.508797364,-0.983569567,1.181689752,0.843628705,0.805224842
3831,-0.508797364,0.316538942,-0.187831863,0.324843105,0.540264719
3832,-0.08001241,-0.983569567,0.268675342,-0.972120894,-1.049496019
3833,0.56316502,0.836582346,-1.785607081,-2.269084893,0.540264719
3834,-0.294404887,-2.283678076,-2.698621491,1.621807104,0.275304596
3835,-0.937582318,-2.023656374,0.040421739,-2.269084893,-1.049496019
3836,0.56316502,-1.243591269,-1.329099876,-0.453335294,-0.25461565
3837,2.063912359,1.356625749,2.094704162,-1.490906494,1.865065335
3838,-0.937582318,-0.723547865,-0.872592671,-0.712728094,-0.25461565
3839,0.56316502,-0.203504462,0.040421739,0.324843105,-1.314456142
3840,0.134380066,0.316538942,0.268675342,-0.712728094,1.335145088
3841,-0.08001241,0.05651724,0.496928944,-0.193942495,-0.784535896
3842,-0.937582318,0.576560644,1.181689752,-0.453335294,1.070184965
3843,-2.438329656,1.876669153,2.322957765,2.918771103,1.335145088
3844,-0.08001241,-0.723547865,-0.416085466,0.843628705,-0.519575773
3845,1.635127405,0.576560644,0.95343615,-1.231513694,0.010344473
3846,-0.508797364,0.05651724,-0.416085466,1.103021504,-0.25461565
3847,-0.508797364,-0.463526163,0.268675342,-0.453335294,0.275304596
3848,2.063912359,0.836582346,0.95343615,2.918771103,2.659945704
3849,-0.508797364,-0.463526163,-0.416085466,-0.712728094,-0.25461565
3850,-0.08001241,-0.463526163,-0.416085466,0.584235905,-1.049496019
3851,-0.937582318,-1.243591269,0.268675342,-0.193942495,-0.784535896
3852,0.348772543,0.576560644,0.268675342,0.065450305,-1.049496019
3853,-2.009544703,-1.243591269,-0.187831863,-1.231513694,0.010344473
3854,-0.294404887,0.836582346,1.409943355,0.065450305,0.275304596
3855,2.063912359,1.356625749,0.95343615,0.324843105,0.275304596
3856,0.348772543,-0.203504462,0.040421739,0.065450305,0.540264719
3857,0.56316502,-0.463526163,0.496928944,-0.193942495,0.010344473
3858,-1.151974795,-0.983569567,-0.644339068,0.584235905,-0.784535896
3859,-2.009544703,-0.463526163,0.725182547,0.584235905,0.010344473
3860,-0.294404887,-0.723547865,-0.644339068,-0.453335294,0.540264719
3861,-1.366367272,1.876669153,-1.329099876,1.362414304,1.600105212
3862,0.348772543,0.05651724,-0.416085466,0.324843105,0.010344473
3863,0.134380066,0.316538942,0.496928944,-1.231513694,-1.049496019
3864,0.991949974,0.316538942,-0.187831863,0.065450305,-0.25461565
3865,0.991949974,-0.463526163,-0.416085466,-0.193942495,-0.25461565
3866,-0.723189841,0.316538942,0.725182547,-0.453335294,1.070184965
3867,0.56316502,0.316538942,-0.187831863,0.065450305,-0.25461565
3868,-1.151974795,-0.463526163,-0.644339068,0.584235905,-0.25461565
3869,0.134380066,-0.463526163,0.496928944,-0.453335294,-0.25461565
3870,0.56316502,1.096604047,0.725182547,0.065450305,0.540264719
3871,-1.580759749,-0.203504462,-0.872592671,1.621807104,-1.314456142
3872,-1.795152226,1.096604047,2.322957765,0.324843105,0.010344473
3873,0.134380066,-0.463526163,-0.416085466,-0.712728094,-0.25461565
3874,0.777557497,0.576560644,1.409943355,-1.490906494,2.130025458
3875,0.56316502,0.316538942,0.040421739,-0.193942495,0.010344473
3876,0.348772543,0.316538942,0.725182547,-0.193942495,0.010344473
3877,-0.08001241,0.316538942,-0.416085466,-0.193942495,-0.25461565
3878,0.134380066,-1.243591269,0.95343615,1.362414304,0.010344473
3879,0.134380066,-0.983569567,0.496928944,-0.453335294,-0.25461565
3880,0.991949974,0.316538942,1.409943355,-0.712728094,0.805224842
3881,1.206342451,1.616647451,1.409943355,-0.712728094,1.070184965
3882,0.134380066,-1.243591269,-0.416085466,-0.972120894,0.010344473
3883,1.635127405,0.316538942,-0.416085466,-0.712728094,0.275304596
3884,-0.08001241,0.316538942,-0.187831863,0.324843105,0.010344473
3885,-0.294404887,1.096604047,1.409943355,-0.453335294,0.010344473
3886,0.777557497,-0.203504462,0.040421739,1.103021504,0.805224842
3887,-0.723189841,-0.463526163,-1.100846273,-0.972120894,-0.519575773
3888,0.348772543,1.356625749,0.725182547,0.324843105,1.335145088
3889,-0.508797364,0.316538942,0.496928944,-0.972120894,-0.519575773
3890,0.134380066,-0.463526163,-0.416085466,0.324843105,0.010344473
3891,-1.366367272,-0.463526163,-1.557353478,0.843628705,-1.579416265
3892,0.777557497,0.576560644,0.268675342,0.065450305,0.010344473
3893,-0.294404887,-0.723547865,1.638196957,-1.750299293,0.010344473
3894,-1.151974795,-0.463526163,1.638196957,-1.490906494,0.010344473
3895,0.134380066,1.096604047,0.496928944,-1.231513694,0.275304596
3896,1.206342451,0.576560644,-0.644339068,-0.453335294,0.540264719
3897,0.777557497,2.396712556,1.638196957,0.065450305,0.805224842
3898,0.777557497,0.576560644,-0.872592671,0.324843105,1.335145088
3899,-0.08001241,0.316538942,0.496928944,-0.453335294,-0.25461565
3900,-0.08001241,-0.203504462,0.040421739,0.324843105,-0.519575773
3901,0.56316502,0.316538942,0.95343615,-1.231513694,1.600105212
3902,-0.08001241,-0.203504462,0.040421739,0.065450305,0.010344473
3903,-0.508797364,1.096604047,1.638196957,-0.972120894,0.540264719
3904,0.991949974,0.05651724,1.409943355,-0.972120894,-0.784535896
3905,0.134380066,-0.723547865,-0.416085466,-0.453335294,-0.784535896
3906,-0.723189841,-0.723547865,0.268675342,-0.453335294,-0.519575773
3907,-0.08001241,-0.463526163,-0.416085466,-0.193942495,0.010344473
3908,-2.223937179,0.316538942,1.181689752,1.621807104,0.010344473
3909,0.991949974,0.316538942,-0.187831863,-0.712728094,0.275304596
3910,-0.723189841,-0.203504462,-0.872592671,0.324843105,0.010344473
3911,-0.08001241,0.576560644,0.040421739,-0.712728094,0.275304596
3912,-0.723189841,0.836582346,0.268675342,1.362414304,1.070184965
3913,-1.366367272,0.576560644,-0.416085466,-0.712728094,0.275304596
3914,-0.937582318,1.616647451,0.040421739,0.843628705,-1.314456142
3915,-2.223937179,-3.063743181,-1.100846273,2.399985503,0.275304596
3916,-0.08001241,-0.723547865,-0.416085466,-0.193942495,-0.25461565
3917,0.56316502,-0.203504462,-0.416085466,1.362414304,-0.25461565
3918,1.206342451,1.356625749,-0.872592671,-1.750299293,-1.049496019
3919,-2.438329656,1.096604047,-2.926875093,2.659378303,0.540264719
3920,0.348772543,1.876669153,2.094704162,-0.193942495,1.335145088
3921,0.777557497,0.836582346,0.95343615,-0.193942495,1.335145088
3922,-0.937582318,-1.243591269,-0.416085466,-0.453335294,-0.784535896
3923,0.348772543,0.05651724,-0.187831863,-0.453335294,-0.519575773
3924,0.56316502,0.05651724,0.496928944,-1.490906494,1.070184965
3925,-0.937582318,0.576560644,-0.644339068,0.065450305,-0.519575773
3926,0.56316502,-1.50361297,-1.329099876,-0.193942495,-0.784535896
3927,-1.151974795,0.576560644,1.181689752,-0.712728094,-0.784535896
3928,-1.151974795,0.316538942,0.496928944,-0.193942495,-0.25461565
3929,-1.151974795,1.096604047,0.725182547,-0.453335294,0.540264719
3930,-1.580759749,-0.983569567,0.040421739,0.843628705,0.805224842
3931,-0.08001241,-0.723547865,-1.100846273,-0.712728094,-0.25461565
3932,-0.294404887,-0.463526163,-0.644339068,-0.193942495,-0.25461565
3933,1.206342451,1.356625749,1.409943355,-0.712728094,1.600105212
3934,-2.223937179,-1.243591269,-1.100846273,2.140592704,-0.519575773
3935,0.991949974,-0.463526163,1.409943355,-2.009692093,-0.519575773
3936,-0.08001241,-0.723547865,0.496928944,-0.193942495,0.805224842
3937,1.206342451,-0.203504462,0.268675342,-0.712728094,0.805224842
3938,-0.08001241,0.316538942,-0.416085466,-0.193942495,-0.25461565
3939,-0.723189841,0.05651724,-0.187831863,0.584235905,-0.519575773
3940,0.134380066,-0.203504462,0.496928944,0.843628705,0.275304596
3941,-0.08001241,-0.723547865,-0.187831863,-0.193942495,-0.784535896
3942,-1.366367272,-0.723547865,-0.187831863,0.324843105,-0.25461565
3943,0.348772543,-0.203504462,-0.187831863,0.065450305,0.805224842
3944,-1.151974795,-2.023656374,0.268675342,-0.972120894,-0.25461565
3945,1.420734928,0.316538942,1.181689752,-1.490906494,1.335145088
3946,-0.08001241,-0.463526163,0.496928944,-0.712728094,-0.25461565
3947,-1.795152226,-2.803721479,-0.416085466,0.065450305,-1.049496019
3948,-1.151974795,1.096604047,-1.785607081,-1.750299293,1.335145088
3949,-0.508797364,0.576560644,1.638196957,-1.750299293,0.540264719
3950,-0.08001241,1.096604047,1.86645056,-2.009692093,-0.784535896
3951,0.348772543,0.576560644,0.725182547,-0.712728094,1.600105212
3952,-1.151974795,-0.983569567,-0.872592671,0.065450305,-0.784535896
3953,-0.08001241,1.616647451,1.638196957,-2.009692093,1.070184965
3954,-0.294404887,0.316538942,-0.872592671,-0.712728094,1.070184965
3955,1.849519882,0.316538942,1.409943355,-2.269084893,1.865065335
